taxon_oid,domain,taxon_name
3300000534,*Microbiome,"Freshwater sediment microbial communities from Lake Washington, Seattle, for methane and nitrogen Cycles - SIP 13C-methane anaerobic+nitrate (Lake Wahington Sediment Anaerobic+Nitrate 13C-methane SIP, Oct 2010 Assem)"
3300000551,*Microbiome,Soil microbial communities from Great Prairies - Kansas Corn soil (Kansas Corn - 2 lanes GAIIx reads)
3300000552,*Microbiome,"Hydrocarbon resource environments microbial communities from Canada and USA - Toluene degrading community from Alberta, Canada (Toluene: 454 quality controlled and unassembled reads)"
3300000553,*Microbiome,"Trout Bog Lake May 28 2007 Hypolimnion (Trout Bog Lake Combined Assembly 47 Hypolimnion Samples, Aug 2012 Assem) (Trout Bog Lake Combined Assembly 47 Hypolimnion Samples, Aug 2012 Assem)"
3300000555,*Microbiome,"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site A1 Bulk (Wetland Surface Sediment Feb2011 Site A1 Bulk-1% Merged Rds,0.27kb Insert)"
3300000556,*Microbiome,Tailings pond microbial communities from Northern Alberta -Short chain hydrocarbon degrading methanogenic enrichment culture  SCADC: (SCADC: 454 quality controlled and unassembled reads)
3300000557,*Microbiome,"Alkali sediment microbial communities from Soda Lake, CA, USA - 8KL_010_SED (Soda Lake 8KL_010_SED, Oct 2012 Assem)"
3300000558,*Microbiome,"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - West In Pit SyncrudeMLSB2011 (SyncrudeMLSB2011: 454+illumina assembly)"
3300000563,*Microbiome,"Alkaline sediment microbial communities from Soda Lake, CA, USA - 3KL_010_SED (Soda Lake 3KL_010_SED, July 2012 Assem)"
3300000564,*Microbiome,"Amended soil microbial communities from Kansas Great Prairies, USA -  BrdU F1.2B (Replicate Kansas native prairie amended with BrdU F1.2B, June 2012 Assem)"
3300000565,*Microbiome,"Soil microbial communities from Great Prairies - Iowa, Native Prairie soil (Iowa Native Prairie - 2 lanes GAIIx reads)"
3300000567,*Microbiome,"Peat soil microbial communities from Weissenstadt, Germany - SII-2010 (Peat Soil Metagenome SII-2010, Oct 2012 Assem)"
3300000568,*Microbiome,Tailings pond microbial communities from Northern Alberta -Short chain hydrocarbon degrading methanogenic enrichment culture  SCADC: (SCADC: 454+illumina assembly)
3300000569,*Microbiome,"Soil microbial communities from Great Prairies - Iowa, Continuous Corn soil (Iowa Corn - 2 lanes GAIIx reads)"
3300000571,*Microbiome,"Subsurface groundwater microbial communities from S. Glens Falls, New York, USA - GMW60B uncontaminated upgradient, 5.4 m (Subsurface groundwater monitoring well GMW60B uncontam upgr,5.4m, Oct 2012 Assem)"
3300000573,*Microbiome,"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site A1 Bulk (Wetland Surface Sediment Feb2011 Site A1 Bulk-1% Merged Rds,0.25kb Insert)"
3300000574,*Microbiome,"Subsurface groundwater microbial communities from S. Glens Falls, New York, USA - GMW46 contaminated, 5.4 m (Subsurface groundwater monitoring well GMW46 contaminated, 5.4m, Oct 2012 Assem)"
3300000575,*Microbiome,"Alkali sediment microbial communities from Soda Lake, CA, USA - 4KL_010_BRINE (Soda Lake 4KL_010_BRINE, July 2012 Assem)"
3300000576,*Microbiome,"Alkaline sediment microbial communities from Soda Lake, CA, USA - 7KL_010_BRINE (Soda Lake 7KL_010_BRINE, July 2012 Assem)"
3300000579,*Microbiome,"Forest soil microbial communities from Amazon forest - Pasture72 2010 replicate I A01 (Amazon Pasture72 2010 replicate I A01, April 2012 Assem)"
3300000580,*Microbiome,"Forest soil microbial communities from Amazon forest - 2010 replicate II A01 (Amazon Forest 2010 replicate II A01, March 2012 Assem)"
3300000581,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 24JUN2008 hypolimnion (Trout Bog Lake June 24 2008 Hypolimnion, new10pct subsample IHWO Merged Reads)"
3300000582,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 28MAY2007 hypolimnion (Trout Bog Epilimnion - Cvg0066_78)"
3300000583,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 28MAY2007 hypolimnion (Trout Bog Epilimnion - Cvg1280_67)"
3300000584,*Microbiome,"Coal bed microbial communities from San Jean Basin, New Mexico, USA - CG13 (CG13: San Juan Basin coal bed production water 454 assembly)"
3300000585,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 22JUL2008 epilimnion (Trout Bog Lake July 22 2008 Epilimnion, new10pct subsample IHTB Merged Reads)"
3300000586,*Microbiome,"Coal bed microbial communities from San Jean Basin, New Mexico, USA - production water: CG7: (CG7: San Juan Basin coal bed production water 454 assembly)"
3300000587,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 08JUL2008 epilimnion (Trout Bog Lake July 8 2008 Epilimnion, new10pct subsample of IHPI Merged Reads)"
3300000588,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 08JUN2009 epilimnion (Trout Bog Lake June 8 2009 Epilimnion, new10pct subsample IHSS Merged Reads)"
3300000589,*Microbiome,"Coal bed microbial communities from San Jean Basin, New Mexico, USA - CG8 (CG8: San Juan Basin coal bed production water 454 assembly)"
3300000590,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 22MAY2008 epilimnion (Trout Bog Lake May 22 2008 Epilimnion, new10pct subsample IHTS Merged Reads)"
3300000593,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 30APR2008 epilimnion (Trout Bog Lake April 30 2008 Epilimnion, new10pct subsample IHTP Merged Reads)"
3300000594,*Microbiome,"Coal bed microbial communities from San Jean Basin, New Mexico, USA - CG19 (CG19: San Juan Basin coal bed production water 454 assembly)"
3300000596,*Microbiome,"Amended soil microbial communities from Kansas Great Prairies, USA - Total DNA no BrdU F1.4TC (Kansas native prairie Total DNA no BrdU F1.4TC, April 2012 Assem)"
3300000597,*Microbiome,"Forest soil microbial communities from Amazon forest - 2010 replicate II A1 (Amazon Forest 2010 replicate II A1, April 2012 Assem)"
3300000598,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 29MAY2008 epilimnion (Trout Bog Lake May 29 2008 Epilimnion, new10pct subsample IHTT Merged Reads)"
3300000599,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 28MAY2007 hypolimnion (Trout Bog Lake May 28 2007 Hypolimnion, new10pct subsample IHXI Merged Reads)"
3300000600,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 13JUN2008 epilimnion (Trout Bog Lake June 13 2008 Epilimnion, new10pct subsample IHTI Merged Reads)"
3300000601,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 27JUL2009 epilimnion (Trout Bog Lake July 27 2009 Epilimnion, new10pct subsample IHPP Merged Reads)"
3300000602,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 13JUN2008 hypolimnion (Trout Bog Lake June 13 2008 Hypolimnion, new10pct subsample IHWS Merged Reads)"
3300000603,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 13JUN2007 epilimnion (Trout Bog Lake June 13 2007 Epilimnion, new10pct subsample IHUT Merged Reads)"
3300000607,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 20SEP2008 hypolimnion (Trout Bog Lake Sept 20 2008 Hypolimnion, new10pct subsample IHPO Merged Reads)"
3300000608,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 13JUN2007 hypolimnion (Trout Bog Lake June 13 2007 Hypolimnion, new10pct subsample IHUS Merged Reads)"
3300000609,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 31JUL2007 epilimnion (Trout Bog Lake July 31 2007 Epilimnion, new10pct subsample IHPZ Merged Reads)"
3300000610,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 07JUN2007 hypolimnion (Trout Bog Lake June 7 2007 Hypolimnion, new10pct subsample IHWF Merged Reads)"
3300000611,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 08JUL2008 hypolimnion (Trout Bog Lake July 8 2008 Hypolimnion, new10pct subsample IHWW Merged Reads)"
3300000612,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 12AUG2008 epilimnion (Trout Bog Lake August 12 2008 Epilimnion, new10pct subsample IHTH Merged Reads)"
3300000613,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 14NOV2007 hypolimnion (Trout Bog Lake Nov 14 2007 Hypolimnion, new10pct subsample IHXW Merged Reads)"
3300000614,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 21JUL2009 hypolimnion (Trout Bog Lake July 21 2009 Hypolimnion, new10pct subsample IHUB Merged Reads)"
3300000615,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 25JUL2007 epilimnion (Trout Bog Lake July 25 2007 Epilimnion, new10pct subsample IHWZ Merged Reads)"
3300000616,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 01JUL2008 epilimnion (Trout Bog Lake July 1 2008 Epilimnion, new10pct subsample IHTO Merged Reads)"
3300000617,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 11AUG2009 hypolimnion (Trout Bog Lake August 11 2009 Hypolimnion, new10pct subsample IHUI Merged Reads)"
3300000618,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 28JUN2007 epilimnion (Trout Bog Lake June 7 2007 Epilimnion, new10pct subsample IHUW Merged Reads)"
3300000619,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 27AUG2007 epilimnion (Trout Bog Lake August 27 2007 Epilimnion, new10pct subsample IHSF Merged Reads)"
3300000620,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 10SEP2007 hypolimnion (Trout Bog Lake Sept 10 2007 Hypolimnion, new10pct subsample IHWB Merged Reads)"
3300000621,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 27AUG2007 hypolimnion (Trout Bog Lake August 27 2007 Hypolimnion, new10pct subsample IHWY Merged Reads)"
3300000623,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 05NOV2007 epilimnion (Trout Bog Lake November 5 2007 Epilimnion, new10pct subsample IHTU Merged Reads)"
3300000624,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 12AUG2008 hypolimnion (Trout Bog Lake August 12 2008 Hypolimnion, new10pct subsample IHXF Merged Reads)"
3300000625,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 09AUG2007 hypolimnion (Trout Bog Lake August 9 2007 Hypolimnion, new10pct subsample IHSA Merged Reads)"
3300000626,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 12MAY2008 hypolimnion (Trout Bog Lake May 29 2008 Hypolimnion, new10pct subsample IHSB Merged Reads)"
3300000627,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 18AUG2009 epilimnion (Trout Bog Lake August 18 2009 Epilimnion, new10pct subsample IHXB Merged Reads)"
3300000628,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 24JUN2008 epilimnion (Trout Bog Lake June 24 2008 Epilimnion, new10pct subsample IHTN Merged Reads)"
3300000629,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 01OCT2007 hypolimnion (Trout Bog Lake October 1 2007 Hypolimnion, new10pct subsample IHXG Merged Reads)"
3300000630,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 04OCT2008 epilimnion (Trout Bog Lake October 4 2008 Epilimnion, new10pct subsample IHSX Merged Reads)"
3300000631,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 09SEP2008 epilimnion (Trout Bog Lake September 9 2008 Epilimnion, new10pct subsample IHSP Merged Reads)"
3300000632,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 16OCT2007 hypolimnion (Trout Bog Lake October 16 2007 Hypolimnion, new10pct subsample IHXO Merged Reads)"
3300000634,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 01OCT2007 epilimnion (Trout Bog Lake October 1 2007 Epilimnion, new10pct subsample IHTY Merged Reads)"
3300000635,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 17SEP2007 hypolimnion (Trout Bog Lake Sept 17 2007 Hypolimnion, new10pct subsample IHWU Merged Reads)"
3300000636,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 02JUL2007 hypolimnion (Trout Bog Lake July 2 2007 Hypolimnion, new10pct subsample IHWN Merged Reads)"
3300000637,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 20AUG2007 epilimnion (Trout Bog Lake August 20 2007 Epilimnion, new10pct subsample IHSG Merged Reads)"
3300000638,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 19AUG2008 epilimnion (Trout Bog Lake August 19 2008 Epilimnion, new10pct subsample IHTF Merged Reads)"
3300000639,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 09AUG2007 epilimnion (Trout Bog Lake August 9 2007 Epilimnion, new10pct subsample IHSH Merged Reads)"
3300000640,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 12JUL2007 hypolimnion (Trout Bog Lake July 12 2007 Hypolimnion, new10pct subsample IHWG Merged Reads)"
3300000641,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 20AUG2007 hypolimnion (Trout Bog Lake August 20 2007 Hypolimnion, new10pct subsample IHWA Merged Reads)"
3300000642,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 17SEP2007 epilimnion (Trout Bog Lake Sept 17 2007 Epilimnion, new10pct subsample IHSC Merged Reads)"
3300000643,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 05NOV2007 hypolimnion (Trout Bog Lake November 5 2007 Hypolimnion, new10pct subsample IHXN Merged Reads)"
3300000644,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 19AUG2008 hypolimnion (Trout Bog Lake August 19 2008 Hypolimnion, new10pct subsample IHXU Merged Reads)"
3300000645,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 15JUL2008 epilimnion (Trout Bog Lake July 15 2008 Epilimnion, new10pct subsample IHTA Merged Reads)"
3300000646,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 07JUL2009 epilimnion (Trout Bog Lake July 7 2009 Epilimnion, new10pct subsample IHPX Merged Reads)"
3300000647,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 03AUG2009 epilimnion (Trout Bog Lake August 3 2009 Epilimnion, new10pct subsample IHPS Merged Reads)"
3300000648,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 13JUL2009 epilimnion (Trout Bog Lake July 13 2009 Epilimnion, new10pct subsample IHPW Merged Reads)"
3300000649,*Microbiome,"Freshwater microbial communities from Trout Bog Lake, WI - 23JUN2009 epilimnion (Trout Bog Lake June 23 2009 Epilimnion, new10pct subsample IHSN Merged Reads)"
3300000650,*Microbiome,"Forest soil microbial communities from Amazon forest - Pasture72 2010 replicate I A1 (Amazon Pasture72 2010 replicate I A1, April 2012 Assem)"
3300000651,*Microbiome,"Forest soil microbial communities from Amazon forest - Pasture72 2010 replicate I A10 (Amazon Pasture72 2010 replicate I A10, April 2012 Assem)"
3300000652,*Microbiome,"Arabidopsis rhizosphere microbial communities from the University of North Carolina - sample from Col-0 young rhizosphere DNA (Arabidopsis Col-0 young rhizosphere DNA, March 2102 Assem)"
3300000655,*Microbiome,"Forest soil microbial communities from Amazon forest - 2010 replicate II A100 (Amazon Forest 2010 replicate II A100, April 2012 Assem)"
3300000656,*Microbiome,"Permafrost microbial communities from permafrost in Bonanza Creek, Alaska - Thermokarst Bog cDNA B3 Metatranscriptome"
3300000657,*Microbiome,"Permafrost microbial communities from permafrost in Bonanza Creek, Alaska - Thermokarst Bog cDNA B4 Metatranscriptome"
3300000658,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 38 (Luquillo Experimental Forest Soil Metagenome 38, ASSEMBLY_DATE=20121207)"
3300000659,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 69 (Luquillo Experimental Forest Soil Metagenome 69, ASSEMBLY_DATE=20121207)"
3300000660,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 16 (Luquillo Experimental Forest Soil Metagenome 16, ASSEMBLY_DATE=20121203)"
3300000661,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 1 (Luquillo Experimental Forest Soil Metagenome 1, ASSEMBLY_DATE=20121207)"
3300000662,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 2 (Luquillo Experimental Forest Soil Metagenome 2, ASSEMBLY_DATE=20121207)"
3300000663,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 36 (Luquillo Experimental Forest Soil Metagenome 36, ASSEMBLY_DATE=20121207)"
3300000664,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 62 (Luquillo Experimental Forest Soil Metagenome 62, ASSEMBLY_DATE=20121204)"
3300000666,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 17 (Luquillo Experimental Forest Soil Metagenome 17, ASSEMBLY_DATE=20121204)"
3300000667,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 43 (Luquillo Experimental Forest Soil Metagenome 43, ASSEMBLY_DATE=20121207)"
3300000668,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 19 (Luquillo Experimental Forest Soil Metagenome 19, ASSEMBLY_DATE=20121204)"
3300000669,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 24 (Luquillo Experimental Forest Soil Metagenome 24, ASSEMBLY_DATE=20121207)"
3300000670,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 78 (Luquillo Experimental Forest Soil Metagenome 78, ASSEMBLY_DATE=20121206)"
3300000671,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 20 (Luquillo Experimental Forest Soil Metagenome 20, ASSEMBLY_DATE=20121204)"
3300000672,*Microbiome,"Forest soil microbial communities from El Dorado National Forest, California, USA - Mediterranean Blodgett CA OM2_M1 (Mediterranean Blodgett CA OM2_M1, ASSEMBLY_DATE=20121207)"
3300000674,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 52 (Luquillo Experimental Forest Soil Metagenome 52, ASSEMBLY_DATE=20121207)"
3300000675,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 54 (Luquillo Experimental Forest Soil Metagenome 54, ASSEMBLY_DATE=20121204)"
3300000676,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 27 (Luquillo Experimental Forest Soil Metagenome 27, ASSEMBLY_DATE=20121204)"
3300000677,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 70 (Luquillo Experimental Forest Soil Metagenome 70, ASSEMBLY_DATE=20121203)"
3300000678,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 46 (Luquillo Experimental Forest Soil Metagenome 46, ASSEMBLY_DATE=20121207)"
3300000679,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 23 (Luquillo Experimental Forest Soil Metagenome 23, ASSEMBLY_DATE=20121207)"
3300000680,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 32 (Luquillo Experimental Forest Soil Metagenome 32, ASSEMBLY_DATE=20121204)"
3300000681,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 48 (Luquillo Experimental Forest Soil Metagenome 48, ASSEMBLY_DATE=20121207)"
3300000682,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 59 (Luquillo Experimental Forest Soil Metagenome 59, ASSEMBLY_DATE=20121204)"
3300000683,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 60 (Luquillo Experimental Forest Soil Metagenome 60, ASSEMBLY_DATE=20121204)"
3300000684,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 31 (Luquillo Experimental Forest Soil Metagenome 31, ASSEMBLY_DATE=20121206)"
3300000685,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 13 (Luquillo Experimental Forest Soil Metagenome 13, ASSEMBLY_DATE=20121207)"
3300000686,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 49 (Luquillo Experimental Forest Soil Metagenome 49, ASSEMBLY_DATE=20121207)"
3300000687,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 50 (Luquillo Experimental Forest Soil Metagenome 50, ASSEMBLY_DATE=20121207)"
3300000688,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 33 (Luquillo Experimental Forest Soil Metagenome 33, ASSEMBLY_DATE=20121207)"
3300000689,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 76 (Luquillo Experimental Forest Soil Metagenome 76, ASSEMBLY_DATE=20121204)"
3300000690,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 75 (Luquillo Experimental Forest Soil Metagenome 75, ASSEMBLY_DATE=20121204)"
3300000691,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 53 (Luquillo Experimental Forest Soil Metagenome 53, ASSEMBLY_DATE=20121204)"
3300000692,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 25 (Luquillo Experimental Forest Soil Metagenome 25, ASSEMBLY_DATE=20121207)"
3300000693,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 3 (Luquillo Experimental Forest Soil Metagenome 3, ASSEMBLY_DATE=20121207)"
3300000694,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 15 (Luquillo Experimental Forest Soil Metagenome 15, ASSEMBLY_DATE=20121207)"
3300000695,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 74 (Luquillo Experimental Forest Soil Metagenome 74, ASSEMBLY_DATE=20121207)"
3300000696,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 51 (Luquillo Experimental Forest Soil Metagenome 51, ASSEMBLY_DATE=20121204)"
3300000697,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 71 (Luquillo Experimental Forest Soil Metagenome 71, ASSEMBLY_DATE=20121204)"
3300000698,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 57 (Luquillo Experimental Forest Soil Metagenome 57, ASSEMBLY_DATE=20121207)"
3300000699,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 79 (Luquillo Experimental Forest Soil Metagenome 79, ASSEMBLY_DATE=20121207)"
3300000700,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 56 (Luquillo Experimental Forest Soil Metagenome 56, ASSEMBLY_DATE=20121204)"
3300000701,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 4 (Luquillo Experimental Forest Soil Metagenome 4, ASSEMBLY_DATE=20121207)"
3300000702,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 77 (Luquillo Experimental Forest Soil Metagenome 77, ASSEMBLY_DATE=20121204)"
3300000703,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 14 (Luquillo Experimental Forest Soil Metagenome 14, ASSEMBLY_DATE=20121207)"
3300000704,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 9 (Luquillo Experimental Forest Soil Metagenome 9, ASSEMBLY_DATE=20121204)"
3300000705,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 55 (Luquillo Experimental Forest Soil Metagenome 55, ASSEMBLY_DATE=20121204)"
3300000706,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 65 (Luquillo Experimental Forest Soil Metagenome 65, ASSEMBLY_DATE=20121204)"
3300000707,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 39 (Luquillo Experimental Forest Soil Metagenome 39, ASSEMBLY_DATE=20121207)"
3300000708,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 8 (Luquillo Experimental Forest Soil Metagenome 8, ASSEMBLY_DATE=20121204)"
3300000709,*Microbiome,"Amended soil microbial communities from Kansas Great Prairies, USA - Total DNA F1.4 TB amended with BrdU and acetate no abondance (Kansas native prairie Total DNA F1.4 TB, Feb 2012 Assem)"
3300000710,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 67 (Luquillo Experimental Forest Soil Metagenome 67, ASSEMBLY_DATE=20121207)"
3300000711,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 26 (Luquillo Experimental Forest Soil Metagenome 26, ASSEMBLY_DATE=20121207)"
3300000712,*Microbiome,"Forest soil microbial communities from El Dorado National Forest, California, USA - Mediterranean Blodgett CA OM2_O2 (Mediterranean Blodgett CA OM2_O2, ASSEMBLY_DATE=20121207)"
3300000713,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 18 (Luquillo Experimental Forest Soil Metagenome 18, ASSEMBLY_DATE=20121204)"
3300000715,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 73 (Luquillo Experimental Forest Soil Metagenome 73, ASSEMBLY_DATE=20121204)"
3300000716,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 66 (Luquillo Experimental Forest Soil Metagenome 66, ASSEMBLY_DATE=20121204)"
3300000717,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 68 (Luquillo Experimental Forest Soil Metagenome 68, ASSEMBLY_DATE=20121207)"
3300000719,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 44 (Luquillo Experimental Forest Soil Metagenome 44, ASSEMBLY_DATE=20121203)"
3300000720,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 28 (Luquillo Experimental Forest Soil Metagenome 28, ASSEMBLY_DATE=20121204)"
3300000721,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 41 (Luquillo Experimental Forest Soil Metagenome 41, ASSEMBLY_DATE=20121204)"
3300000722,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 45 (Luquillo Experimental Forest Soil Metagenome 45, ASSEMBLY_DATE=20121207)"
3300000723,*Microbiome,"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 72 (Luquillo Experimental Forest Soil Metagenome 72, ASSEMBLY_DATE=20121207)"
